datetime,so2,co,no,no2,pm10,nox,o3,veloc.,direc.,pm2.5
2021-04-19 00:00:00,4.0,0.2,1.0,14.0,9.0,17.0,60.0,0.5,335.0,8.0
2021-04-19 01:00:00,4.0,0.1,1.0,11.0,8.0,13.0,55.0,0.6,269.0,7.0
2021-04-19 02:00:00,5.0,0.1,1.0,7.0,8.0,9.0,58.0,0.5,318.0,7.0
2021-04-19 03:00:00,6.0,0.1,1.0,6.0,7.0,8.0,54.0,0.4,285.0,6.0
2021-04-19 04:00:00,7.0,0.1,1.0,8.0,8.0,10.0,50.0,1.7,236.0,7.0
2021-04-19 05:00:00,8.0,0.2,2.0,12.0,6.0,14.0,45.0,0.9,242.0,5.0
2021-04-19 06:00:00,10.0,0.2,17.0,38.0,9.0,65.0,7.0,0.3,250.0,6.0
2021-04-19 07:00:00,12.0,0.3,50.0,44.0,15.0,120.0,7.0,0.4,210.0,8.0
2021-04-19 08:00:00,10.0,0.4,45.0,48.0,26.0,118.0,13.0,1.1,216.0,9.0
2021-04-19 09:00:00,6.0,0.3,16.0,41.0,21.0,65.0,26.0,0.7,228.0,8.0
2021-04-19 10:00:00,3.0,0.2,9.0,31.0,21.0,46.0,51.0,1.2,219.0,8.0
2021-04-19 11:00:00,3.0,0.2,10.0,34.0,16.0,49.0,62.0,2.5,168.0,8.0
2021-04-19 12:00:00,3.0,0.1,4.0,20.0,11.0,25.0,76.0,3.4,177.0,4.0
2021-04-19 13:00:00,3.0,0.2,2.0,19.0,8.0,22.0,86.0,5.5,93.0,5.0
2021-04-19 14:00:00,3.0,0.2,1.0,7.0,8.0,9.0,105.0,5.8,63.0,5.0
2021-04-19 15:00:00,3.0,0.1,2.0,7.0,12.0,10.0,107.0,7.4,54.0,6.0
2021-04-19 16:00:00,3.0,0.1,2.0,9.0,12.0,11.0,106.0,7.9,50.0,7.0
2021-04-19 17:00:00,3.0,0.1,1.0,11.0,11.0,13.0,104.0,7.2,48.0,7.0
2021-04-19 18:00:00,3.0,0.2,2.0,15.0,10.0,18.0,95.0,6.8,49.0,7.0
2021-04-19 19:00:00,3.0,0.2,2.0,14.0,11.0,16.0,98.0,6.1,48.0,9.0
2021-04-19 20:00:00,3.0,0.1,2.0,10.0,9.0,13.0,101.0,6.5,52.0,8.0
2021-04-19 21:00:00,3.0,0.1,2.0,7.0,8.0,10.0,109.0,4.9,51.0,7.0
2021-04-19 22:00:00,3.0,0.1,2.0,7.0,7.0,9.0,108.0,3.8,52.0,6.0
2021-04-19 23:00:00,3.0,0.1,2.0,4.0,6.0,6.0,111.0,3.7,45.0,6.0
2021-04-20 00:00:00,3.0,0.1,2.0,4.0,7.0,7.0,107.0,2.3,39.0,7.0
2021-04-20 01:00:00,3.0,0.1,2.0,8.0,9.0,10.0,91.0,1.0,28.0,8.0
2021-04-20 02:00:00,3.0,0.1,2.0,7.0,9.0,9.0,95.0,0.9,26.0,8.0
2021-04-20 03:00:00,3.0,0.1,2.0,8.0,9.0,10.0,87.0,0.6,28.0,8.0
2021-04-20 04:00:00,3.0,0.1,2.0,12.0,11.0,15.0,76.0,0.6,32.0,10.0
2021-04-20 05:00:00,3.0,0.1,1.0,18.0,12.0,20.0,66.0,0.5,18.0,11.0
2021-04-20 06:00:00,3.0,0.2,1.0,34.0,22.0,36.0,31.0,0.6,305.0,19.0
2021-04-20 07:00:00,3.0,0.2,5.0,44.0,24.0,52.0,20.0,0.5,303.0,21.0
2021-04-20 08:00:00,3.0,0.2,6.0,43.0,26.0,52.0,32.0,0.5,225.0,19.0
2021-04-20 09:00:00,3.0,0.2,5.0,34.0,24.0,42.0,45.0,0.8,98.0,18.0
2021-04-20 10:00:00,3.0,0.1,2.0,14.0,14.0,17.0,84.0,2.1,85.0,10.0
2021-04-20 11:00:00,3.0,0.1,2.0,11.0,11.0,13.0,93.0,3.5,82.0,9.0
2021-04-20 12:00:00,3.0,0.1,2.0,11.0,13.0,13.0,95.0,4.5,80.0,9.0
2021-04-20 13:00:00,3.0,0.1,2.0,7.0,9.0,10.0,110.0,5.5,84.0,8.0
2021-04-20 14:00:00,3.0,0.1,2.0,6.0,12.0,9.0,112.0,4.7,79.0,10.0
2021-04-20 15:00:00,3.0,0.1,2.0,7.0,10.0,10.0,107.0,3.1,120.0,9.0
2021-04-20 16:00:00,3.0,0.2,2.0,9.0,9.0,11.0,102.0,5.0,89.0,8.0
2021-04-20 17:00:00,3.0,0.1,2.0,10.0,7.0,12.0,99.0,3.2,73.0,6.0
2021-04-20 18:00:00,3.0,0.1,2.0,10.0,5.0,12.0,99.0,3.9,43.0,5.0
2021-04-20 19:00:00,3.0,0.1,2.0,10.0,7.0,12.0,98.0,3.7,58.0,6.0
2021-04-20 20:00:00,3.0,0.1,2.0,7.0,5.0,10.0,96.0,3.2,74.0,5.0
2021-04-20 21:00:00,3.0,0.1,2.0,12.0,6.0,15.0,87.0,1.6,53.0,6.0
2021-04-20 22:00:00,3.0,0.1,1.0,13.0,13.0,15.0,78.0,1.3,33.0,12.0
2021-04-20 23:00:00,3.0,0.1,2.0,12.0,14.0,15.0,77.0,0.8,48.0,13.0
2021-04-21 00:00:00,3.0,0.1,1.0,11.0,16.0,13.0,75.0,0.6,45.0,14.0
2021-04-21 01:00:00,3.0,0.1,2.0,8.0,15.0,11.0,77.0,0.2,48.0,13.0
2021-04-21 02:00:00,3.0,0.1,2.0,9.0,16.0,11.0,74.0,0.2,19.0,15.0
2021-04-21 03:00:00,3.0,0.1,2.0,9.0,18.0,11.0,70.0,0.2,17.0,16.0
2021-04-21 04:00:00,3.0,0.1,2.0,9.0,20.0,12.0,61.0,0.4,10.0,19.0
2021-04-21 05:00:00,3.0,0.2,2.0,11.0,23.0,14.0,54.0,0.4,35.0,20.0
2021-04-21 06:00:00,3.0,0.2,2.0,18.0,23.0,20.0,42.0,0.3,38.0,21.0
2021-04-21 07:00:00,3.0,0.1,2.0,26.0,20.0,29.0,38.0,0.2,79.0,18.0
2021-04-21 08:00:00,3.0,0.2,2.0,25.0,23.0,27.0,33.0,1.0,47.0,20.0
2021-04-21 09:00:00,3.0,0.1,2.0,23.0,16.0,27.0,48.0,2.8,51.0,14.0
2021-04-21 10:00:00,3.0,0.1,2.0,13.0,7.0,15.0,80.0,2.0,70.0,6.0
2021-04-21 11:00:00,3.0,0.1,2.0,8.0,7.0,10.0,95.0,3.5,71.0,6.0
2021-04-21 12:00:00,3.0,0.1,2.0,8.0,8.0,11.0,95.0,3.9,85.0,7.0
2021-04-21 13:00:00,3.0,0.1,2.0,6.0,5.0,9.0,107.0,5.4,83.0,5.0
2021-04-21 14:00:00,3.0,0.1,1.0,5.0,5.0,7.0,111.0,6.9,86.0,4.0
2021-04-21 15:00:00,3.0,0.1,1.0,10.0,5.0,12.0,105.0,7.0,79.0,5.0
2021-04-21 16:00:00,3.0,0.1,2.0,9.0,6.0,11.0,108.0,4.7,61.0,5.0
2021-04-21 17:00:00,3.0,0.2,2.0,9.0,5.0,11.0,101.0,5.4,86.0,4.0
2021-04-21 18:00:00,3.0,0.1,2.0,7.0,3.0,9.0,103.0,5.0,83.0,3.0
2021-04-21 19:00:00,3.0,0.1,2.0,7.0,4.0,9.0,105.0,4.3,67.0,3.0
2021-04-21 20:00:00,3.0,0.2,2.0,7.0,4.0,9.0,102.0,2.9,64.0,3.0
2021-04-21 21:00:00,3.0,0.1,2.0,5.0,3.0,8.0,100.0,3.5,54.0,3.0
2021-04-21 22:00:00,3.0,0.1,2.0,4.0,3.0,6.0,102.0,2.5,58.0,3.0
2021-04-21 23:00:00,3.0,0.1,1.0,3.0,3.0,5.0,101.0,2.2,58.0,3.0
2021-04-22 00:00:00,3.0,0.1,2.0,5.0,7.0,7.0,89.0,1.8,45.0,7.0
2021-04-22 01:00:00,3.0,0.1,2.0,9.0,11.0,12.0,72.0,0.8,31.0,10.0
2021-04-22 02:00:00,3.0,0.1,2.0,10.0,13.0,12.0,66.0,1.2,38.0,12.0
2021-04-22 03:00:00,3.0,0.1,1.0,11.0,14.0,13.0,63.0,0.8,37.0,12.0
2021-04-22 04:00:00,3.0,0.1,1.0,6.0,5.0,9.0,89.0,2.1,79.0,4.0
2021-04-22 05:00:00,3.0,0.1,2.0,4.0,4.0,6.0,94.0,1.7,81.0,3.0
2021-04-22 06:00:00,3.0,0.1,2.0,5.0,4.0,7.0,89.0,1.3,101.0,3.0
2021-04-22 07:00:00,3.0,0.1,2.0,16.0,4.0,19.0,71.0,1.9,93.0,3.0
2021-04-22 08:00:00,3.0,0.1,1.0,17.0,4.0,19.0,70.0,0.7,119.0,3.0
2021-04-22 09:00:00,3.0,0.1,1.0,16.0,4.0,18.0,68.0,0.5,40.0,4.0
2021-04-22 10:00:00,3.0,0.1,2.0,15.0,4.0,18.0,75.0,1.0,53.0,3.0
2021-04-22 11:00:00,3.0,0.1,2.0,11.0,4.0,13.0,83.0,1.4,64.0,3.0
2021-04-22 12:00:00,3.0,0.1,2.0,7.0,3.0,9.0,88.0,2.9,82.0,3.0
2021-04-22 13:00:00,3.0,0.1,1.0,7.0,3.0,9.0,86.0,2.9,61.0,3.0
2021-04-22 14:00:00,3.0,0.1,2.0,7.0,4.0,10.0,87.0,2.6,57.0,3.0
2021-04-22 15:00:00,3.0,0.1,1.0,6.0,4.0,9.0,90.0,2.5,62.0,4.0
2021-04-22 16:00:00,3.0,0.1,1.0,6.0,4.0,8.0,88.0,3.1,63.0,4.0
2021-04-22 17:00:00,3.0,0.1,2.0,7.0,4.0,9.0,88.0,4.1,80.0,4.0
2021-04-22 18:00:00,3.0,0.1,2.0,7.0,5.0,10.0,87.0,5.8,57.0,4.0
2021-04-22 19:00:00,3.0,0.1,2.0,8.0,4.0,11.0,83.0,3.8,52.0,3.0
2021-04-22 20:00:00,3.0,0.1,1.0,8.0,4.0,10.0,83.0,2.7,52.0,4.0
2021-04-22 21:00:00,3.0,0.1,1.0,6.0,4.0,9.0,83.0,2.0,56.0,3.0
2021-04-22 22:00:00,3.0,0.1,2.0,4.0,4.0,6.0,87.0,2.6,55.0,3.0
2021-04-22 23:00:00,3.0,0.1,2.0,2.0,4.0,4.0,88.0,2.8,49.0,4.0
2021-04-23 00:00:00,3.0,0.1,2.0,10.0,12.0,12.0,65.0,1.8,40.0,11.0
2021-04-23 01:00:00,3.0,0.1,2.0,9.0,10.0,11.0,68.0,0.8,38.0,9.0
2021-04-23 02:00:00,3.0,0.1,2.0,8.0,11.0,11.0,68.0,1.5,43.0,10.0
2021-04-23 03:00:00,3.0,0.1,2.0,8.0,10.0,10.0,67.0,0.7,65.0,9.0
2021-04-23 04:00:00,3.0,0.1,2.0,10.0,12.0,12.0,54.0,0.4,11.0,11.0
2021-04-23 05:00:00,3.0,0.2,2.0,16.0,15.0,18.0,41.0,0.6,357.0,13.0
2021-04-23 06:00:00,4.0,0.2,2.0,21.0,14.0,23.0,31.0,0.7,329.0,13.0
2021-04-23 07:00:00,5.0,0.3,6.0,39.0,15.0,48.0,20.0,0.6,4.0,13.0
2021-04-23 08:00:00,4.0,0.2,6.0,29.0,16.0,38.0,40.0,1.5,55.0,14.0
2021-04-23 09:00:00,3.0,0.1,2.0,13.0,10.0,15.0,66.0,2.0,55.0,8.0
2021-04-23 10:00:00,3.0,0.1,2.0,8.0,6.0,10.0,81.0,2.5,79.0,4.0
2021-04-23 11:00:00,3.0,0.1,2.0,6.0,5.0,8.0,91.0,3.2,86.0,4.0
2021-04-23 12:00:00,3.0,0.1,2.0,5.0,4.0,8.0,94.0,3.9,78.0,4.0
2021-04-23 13:00:00,3.0,0.1,2.0,5.0,4.0,8.0,98.0,4.5,88.0,3.0
2021-04-23 14:00:00,3.0,0.1,2.0,4.0,3.0,7.0,102.0,4.4,100.0,2.0
2021-04-23 15:00:00,3.0,0.1,2.0,5.0,4.0,8.0,98.0,4.3,87.0,3.0
2021-04-23 16:00:00,3.0,0.1,2.0,7.0,3.0,9.0,100.0,3.8,81.0,3.0
2021-04-23 17:00:00,3.0,0.1,2.0,6.0,3.0,9.0,101.0,3.8,80.0,2.0
2021-04-23 18:00:00,3.0,0.1,1.0,7.0,3.0,9.0,93.0,2.1,113.0,2.0
2021-04-23 19:00:00,3.0,0.1,2.0,7.0,3.0,9.0,94.0,1.9,84.0,2.0
2021-04-23 20:00:00,3.0,0.1,2.0,5.0,3.0,7.0,96.0,2.0,82.0,2.0
2021-04-23 21:00:00,3.0,0.1,2.0,6.0,3.0,8.0,94.0,1.6,70.0,2.0
2021-04-23 22:00:00,3.0,0.1,2.0,4.0,2.0,6.0,97.0,1.5,69.0,2.0
2021-04-23 23:00:00,3.0,0.1,1.0,2.0,2.0,4.0,98.0,1.8,73.0,2.0
2021-04-24 00:00:00,3.0,0.1,1.0,2.0,2.0,4.0,96.0,1.4,69.0,2.0
2021-04-24 01:00:00,3.0,0.1,2.0,3.0,3.0,5.0,96.0,1.4,55.0,2.0
2021-04-24 02:00:00,3.0,0.1,2.0,3.0,10.0,5.0,87.0,0.9,25.0,9.0
2021-04-24 03:00:00,3.0,0.1,2.0,8.0,13.0,10.0,74.0,1.4,37.0,11.0
2021-04-24 04:00:00,3.0,0.2,1.0,9.0,13.0,11.0,78.0,2.2,45.0,12.0
2021-04-24 05:00:00,3.0,0.1,1.0,11.0,10.0,13.0,74.0,2.8,50.0,9.0
2021-04-24 06:00:00,3.0,0.1,2.0,9.0,6.0,11.0,81.0,3.0,53.0,5.0
2021-04-24 07:00:00,3.0,0.2,1.0,15.0,11.0,17.0,61.0,1.4,41.0,10.0
2021-04-24 08:00:00,3.0,0.2,2.0,20.0,9.0,22.0,62.0,3.1,48.0,8.0
2021-04-24 09:00:00,3.0,0.1,2.0,12.0,8.0,14.0,81.0,4.6,56.0,7.0
2021-04-24 10:00:00,3.0,0.1,2.0,10.0,7.0,13.0,84.0,4.6,56.0,6.0
2021-04-24 11:00:00,3.0,0.1,2.0,7.0,4.0,10.0,92.0,3.9,61.0,3.0
2021-04-24 12:00:00,3.0,0.1,2.0,10.0,5.0,12.0,85.0,3.8,66.0,5.0
2021-04-24 13:00:00,3.0,0.1,2.0,6.0,6.0,9.0,97.0,4.6,67.0,5.0
2021-04-24 14:00:00,3.0,0.1,2.0,5.0,5.0,7.0,96.0,3.9,66.0,4.0
2021-04-24 15:00:00,3.0,0.1,2.0,4.0,4.0,6.0,98.0,2.1,74.0,4.0
2021-04-24 16:00:00,3.0,0.1,2.0,4.0,3.0,7.0,93.0,2.3,63.0,3.0
2021-04-24 17:00:00,3.0,0.1,2.0,5.0,3.0,8.0,93.0,2.2,58.0,3.0
2021-04-24 18:00:00,3.0,0.1,2.0,5.0,3.0,8.0,94.0,2.3,58.0,3.0
2021-04-24 19:00:00,3.0,0.1,2.0,6.0,4.0,9.0,95.0,2.1,53.0,4.0
2021-04-24 20:00:00,3.0,0.1,1.0,8.0,4.0,10.0,92.0,1.6,52.0,4.0
2021-04-24 21:00:00,3.0,0.1,2.0,6.0,5.0,8.0,97.0,1.8,53.0,5.0
2021-04-24 22:00:00,3.0,0.1,2.0,3.0,5.0,5.0,100.0,1.2,50.0,4.0
2021-04-24 23:00:00,3.0,0.1,2.0,2.0,6.0,4.0,101.0,1.3,48.0,6.0
2021-04-25 00:00:00,3.0,0.1,2.0,4.0,9.0,6.0,91.0,1.2,25.0,8.0
2021-04-25 01:00:00,3.0,0.1,2.0,7.0,17.0,9.0,71.0,1.7,24.0,15.0
2021-04-25 02:00:00,3.0,0.2,1.0,10.0,19.0,13.0,64.0,0.9,357.0,17.0
2021-04-25 03:00:00,3.0,0.1,2.0,8.0,20.0,10.0,55.0,0.4,326.0,18.0
2021-04-25 04:00:00,3.0,0.1,2.0,4.0,20.0,7.0,47.0,0.5,4.0,18.0
2021-04-25 05:00:00,3.0,0.1,2.0,5.0,16.0,7.0,42.0,0.9,7.0,15.0
2021-04-25 06:00:00,3.0,0.1,2.0,8.0,16.0,10.0,36.0,0.2,276.0,14.0
2021-04-25 07:00:00,3.0,0.2,1.0,13.0,16.0,15.0,31.0,0.2,3.0,14.0
2021-04-25 08:00:00,3.0,0.1,2.0,14.0,11.0,16.0,41.0,2.5,45.0,10.0
2021-04-25 09:00:00,3.0,0.1,1.0,11.0,10.0,13.0,67.0,4.9,54.0,8.0
2021-04-25 10:00:00,3.0,0.1,2.0,5.0,6.0,8.0,88.0,5.5,59.0,5.0
2021-04-25 11:00:00,3.0,0.1,1.0,4.0,8.0,6.0,93.0,6.3,58.0,7.0
2021-04-25 12:00:00,3.0,0.1,2.0,5.0,12.0,8.0,103.0,6.3,65.0,8.0
2021-04-25 13:00:00,3.0,0.1,2.0,4.0,9.0,7.0,109.0,6.7,68.0,7.0
2021-04-25 14:00:00,3.0,0.1,2.0,4.0,9.0,6.0,110.0,6.3,70.0,6.0
2021-04-25 15:00:00,3.0,0.1,2.0,3.0,7.0,5.0,112.0,6.8,73.0,6.0
2021-04-25 16:00:00,3.0,0.1,1.0,3.0,6.0,5.0,107.0,4.5,73.0,5.0
2021-04-25 17:00:00,3.0,0.2,2.0,4.0,5.0,6.0,103.0,3.9,62.0,5.0
2021-04-25 18:00:00,3.0,0.1,2.0,4.0,5.0,6.0,98.0,4.4,56.0,5.0
2021-04-25 19:00:00,3.0,0.1,2.0,5.0,5.0,8.0,95.0,3.7,47.0,4.0
2021-04-25 20:00:00,3.0,0.1,1.0,5.0,5.0,7.0,98.0,5.0,50.0,4.0
2021-04-25 21:00:00,3.0,0.1,2.0,3.0,5.0,6.0,103.0,4.1,44.0,4.0
2021-04-25 22:00:00,3.0,0.1,2.0,2.0,5.0,4.0,98.0,2.7,56.0,4.0
2021-04-25 23:00:00,3.0,0.1,2.0,6.0,6.0,9.0,77.0,2.4,15.0,6.0
2021-04-26 00:00:00,3.0,0.1,2.0,5.0,7.0,8.0,76.0,7.8,66.0,6.0
2021-04-26 01:00:00,3.0,0.1,2.0,4.0,6.0,7.0,88.0,7.6,46.0,5.0
2021-04-26 02:00:00,3.0,0.1,1.0,6.0,6.0,8.0,79.0,2.4,351.0,6.0
2021-04-26 03:00:00,3.0,0.1,2.0,5.0,9.0,7.0,67.0,0.8,255.0,8.0
2021-04-26 04:00:00,3.0,0.1,2.0,6.0,9.0,9.0,64.0,1.0,248.0,8.0
2021-04-26 05:00:00,3.0,0.1,2.0,11.0,9.0,13.0,54.0,1.6,143.0,8.0
2021-04-26 06:00:00,3.0,0.1,1.0,7.0,6.0,9.0,82.0,3.4,80.0,5.0
2021-04-26 07:00:00,3.0,0.1,2.0,10.0,5.0,13.0,78.0,1.9,63.0,5.0
2021-04-26 08:00:00,3.0,0.1,2.0,10.0,6.0,13.0,80.0,1.7,56.0,5.0
2021-04-26 09:00:00,3.0,0.1,2.0,14.0,9.0,16.0,70.0,1.7,27.0,8.0
2021-04-26 10:00:00,3.0,0.1,1.0,20.0,11.0,22.0,64.0,0.9,41.0,10.0
2021-04-26 11:00:00,5.0,0.1,2.0,12.0,11.0,15.0,54.0,1.1,60.0,10.0
2021-04-26 12:00:00,5.0,0.1,2.0,9.0,8.0,11.0,83.0,2.4,90.0,7.0
2021-04-26 13:00:00,6.0,0.1,2.0,8.0,8.0,11.0,77.0,1.8,90.0,7.0
2021-04-26 14:00:00,5.0,0.1,2.0,13.0,6.0,15.0,80.0,1.8,116.0,6.0
2021-04-26 15:00:00,4.0,0.1,2.0,5.0,6.0,8.0,101.0,4.0,114.0,5.0
2021-04-26 16:00:00,4.0,0.1,1.0,8.0,5.0,10.0,96.0,3.6,106.0,5.0
2021-04-26 17:00:00,5.0,0.1,2.0,11.0,6.0,14.0,93.0,2.3,109.0,5.0
2021-04-26 18:00:00,5.0,0.1,2.0,7.0,6.0,9.0,96.0,3.2,81.0,5.0
2021-04-26 19:00:00,4.0,0.1,2.0,8.0,6.0,11.0,97.0,2.5,66.0,6.0
2021-04-26 20:00:00,5.0,0.1,2.0,6.0,6.0,9.0,103.0,2.2,59.0,5.0
2021-04-26 21:00:00,4.0,0.1,2.0,4.0,6.0,6.0,102.0,1.4,58.0,5.0
2021-04-26 22:00:00,4.0,0.1,2.0,3.0,6.0,6.0,105.0,1.2,54.0,5.0
2021-04-26 23:00:00,4.0,0.1,2.0,3.0,9.0,5.0,96.0,0.4,36.0,8.0
2021-04-27 00:00:00,4.0,0.1,2.0,4.0,12.0,7.0,89.0,0.3,9.0,11.0
2021-04-27 01:00:00,4.0,0.1,2.0,7.0,13.0,10.0,81.0,0.3,278.0,11.0
2021-04-27 02:00:00,5.0,0.1,2.0,6.0,14.0,9.0,79.0,0.4,213.0,12.0
2021-04-27 03:00:00,5.0,0.1,2.0,10.0,19.0,12.0,60.0,0.6,217.0,17.0
2021-04-27 04:00:00,5.0,0.1,2.0,11.0,20.0,13.0,54.0,1.0,235.0,18.0
2021-04-27 05:00:00,5.0,0.1,2.0,14.0,21.0,16.0,43.0,0.3,194.0,19.0
2021-04-27 06:00:00,5.0,0.1,2.0,16.0,18.0,19.0,45.0,0.3,205.0,16.0
2021-04-27 07:00:00,5.0,0.1,2.0,24.0,17.0,26.0,35.0,0.3,223.0,15.0
2021-04-27 08:00:00,5.0,0.1,2.0,21.0,16.0,24.0,66.0,0.2,101.0,12.0
2021-04-27 09:00:00,5.0,0.1,2.0,9.0,17.0,12.0,87.0,0.8,82.0,12.0
2021-04-27 10:00:00,5.0,0.1,2.0,18.0,29.0,20.0,59.0,2.9,69.0,24.0
2021-04-27 11:00:00,5.0,0.1,2.0,13.0,36.0,16.0,75.0,4.9,79.0,19.0
2021-04-27 12:00:00,4.0,0.1,2.0,8.0,11.0,10.0,97.0,5.3,84.0,8.0
2021-04-27 13:00:00,4.0,0.1,2.0,6.0,14.0,8.0,104.0,5.0,82.0,11.0
2021-04-27 14:00:00,4.0,0.1,2.0,6.0,12.0,8.0,99.0,5.3,97.0,10.0
2021-04-27 15:00:00,4.0,0.1,2.0,5.0,10.0,7.0,101.0,5.8,99.0,5.0
2021-04-27 16:00:00,4.0,0.1,2.0,6.0,10.0,9.0,95.0,4.8,92.0,6.0
2021-04-27 17:00:00,4.0,0.1,2.0,7.0,7.0,9.0,93.0,3.9,79.0,6.0
2021-04-27 18:00:00,6.0,0.1,2.0,7.0,8.0,9.0,92.0,3.1,73.0,7.0
2021-04-27 19:00:00,5.0,0.1,2.0,6.0,8.0,9.0,88.0,2.2,51.0,7.0
2021-04-27 20:00:00,5.0,0.1,2.0,9.0,9.0,11.0,83.0,1.4,54.0,8.0
2021-04-27 21:00:00,4.0,0.1,2.0,6.0,10.0,9.0,89.0,1.6,50.0,9.0
2021-04-27 22:00:00,4.0,0.1,2.0,6.0,15.0,8.0,77.0,0.9,37.0,13.0
2021-04-27 23:00:00,4.0,0.1,2.0,8.0,13.0,11.0,70.0,1.1,37.0,12.0
2021-04-28 00:00:00,4.0,0.1,2.0,5.0,12.0,7.0,72.0,0.5,22.0,11.0
2021-04-28 01:00:00,4.0,0.1,2.0,6.0,13.0,9.0,65.0,0.3,355.0,12.0
2021-04-28 02:00:00,6.0,0.1,2.0,7.0,14.0,9.0,62.0,0.3,242.0,13.0
2021-04-28 03:00:00,4.0,0.1,2.0,8.0,17.0,11.0,48.0,0.2,209.0,15.0
2021-04-28 04:00:00,4.0,0.1,2.0,10.0,19.0,12.0,45.0,0.2,228.0,17.0
2021-04-28 05:00:00,5.0,0.1,2.0,16.0,20.0,18.0,41.0,0.3,227.0,18.0
2021-04-28 06:00:00,6.0,0.1,2.0,17.0,21.0,20.0,41.0,0.2,213.0,18.0
2021-04-28 07:00:00,6.0,0.1,5.0,33.0,22.0,41.0,21.0,0.3,230.0,19.0
2021-04-28 08:00:00,6.0,0.1,3.0,32.0,24.0,37.0,29.0,0.7,222.0,21.0
2021-04-28 09:00:00,6.0,0.1,2.0,20.0,17.0,24.0,47.0,0.5,198.0,15.0
2021-04-28 10:00:00,7.0,0.1,12.0,35.0,21.0,53.0,32.0,2.0,96.0,17.0
2021-04-28 11:00:00,6.0,0.1,7.0,26.0,26.0,37.0,46.0,3.0,93.0,16.0
2021-04-28 12:00:00,7.0,0.1,5.0,18.0,67.0,26.0,52.0,3.1,79.0,16.0
2021-04-28 13:00:00,6.0,0.1,3.0,16.0,11.0,20.0,65.0,5.4,96.0,10.0
2021-04-28 14:00:00,6.0,0.1,2.0,9.0,22.0,12.0,85.0,6.3,114.0,11.0
2021-04-28 15:00:00,5.0,0.1,2.0,8.0,14.0,11.0,84.0,4.5,119.0,10.0
2021-04-28 16:00:00,6.0,0.1,2.0,27.0,8.0,30.0,54.0,2.5,120.0,7.0
2021-04-28 17:00:00,6.0,0.1,2.0,19.0,34.0,21.0,63.0,1.8,87.0,22.0
2021-04-28 18:00:00,6.0,0.1,2.0,7.0,14.0,10.0,84.0,5.2,60.0,10.0
2021-04-28 19:00:00,6.0,0.1,2.0,6.0,9.0,9.0,83.0,3.2,66.0,8.0
2021-04-28 20:00:00,6.0,0.1,2.0,6.0,8.0,8.0,82.0,1.9,60.0,7.0
2021-04-28 21:00:00,5.0,0.1,2.0,6.0,8.0,9.0,79.0,1.0,42.0,7.0
2021-04-28 22:00:00,5.0,0.1,2.0,5.0,10.0,7.0,77.0,0.5,38.0,9.0
2021-04-28 23:00:00,5.0,0.1,2.0,7.0,14.0,9.0,67.0,0.3,6.0,13.0
2021-04-29 00:00:00,5.0,0.1,2.0,9.0,15.0,11.0,55.0,0.2,287.0,14.0
2021-04-29 01:00:00,5.0,0.1,2.0,12.0,18.0,15.0,40.0,0.1,162.0,16.0
2021-04-29 02:00:00,5.0,0.1,2.0,15.0,21.0,18.0,33.0,0.3,236.0,19.0
2021-04-29 03:00:00,5.0,0.1,2.0,12.0,21.0,14.0,38.0,1.9,232.0,18.0
2021-04-29 04:00:00,5.0,0.1,2.0,13.0,20.0,16.0,27.0,1.4,230.0,18.0
2021-04-29 05:00:00,5.0,0.1,2.0,24.0,17.0,27.0,11.0,1.1,231.0,15.0
2021-04-29 06:00:00,7.0,0.1,18.0,33.0,16.0,61.0,5.0,0.6,218.0,14.0
2021-04-29 07:00:00,8.0,0.1,24.0,35.0,10.0,72.0,7.0,1.1,229.0,9.0
2021-04-29 08:00:00,8.0,0.1,10.0,31.0,11.0,46.0,23.0,0.7,246.0,5.0
2021-04-29 09:00:00,7.0,0.1,3.0,16.0,10.0,20.0,45.0,1.7,241.0,4.0
2021-04-29 10:00:00,6.0,0.1,2.0,8.0,8.0,10.0,63.0,2.4,228.0,3.0
2021-04-29 11:00:00,6.0,0.1,2.0,7.0,8.0,9.0,68.0,2.5,239.0,2.0
2021-04-29 12:00:00,7.0,0.1,2.0,6.0,5.0,8.0,69.0,3.1,229.0,2.0
2021-04-29 13:00:00,6.0,0.1,2.0,7.0,3.0,9.0,68.0,2.9,241.0,2.0
2021-04-29 14:00:00,6.0,0.1,2.0,16.0,7.0,19.0,65.0,1.6,200.0,3.0
2021-04-29 15:00:00,6.0,0.1,1.0,19.0,6.0,21.0,65.0,2.0,222.0,3.0
2021-04-29 16:00:00,7.0,0.1,1.0,19.0,7.0,21.0,72.0,2.1,206.0,3.0
2021-04-29 17:00:00,7.0,0.1,2.0,26.0,6.0,29.0,65.0,1.6,207.0,3.0
2021-04-29 18:00:00,6.0,0.1,2.0,24.0,6.0,26.0,68.0,1.3,225.0,3.0
2021-04-29 19:00:00,6.0,0.1,2.0,12.0,5.0,14.0,77.0,0.7,223.0,3.0
2021-04-29 20:00:00,6.0,0.1,2.0,15.0,6.0,17.0,55.0,0.2,204.0,5.0
2021-04-29 21:00:00,6.0,0.1,2.0,30.0,6.0,33.0,34.0,0.3,230.0,5.0
2021-04-29 22:00:00,5.0,0.1,2.0,24.0,7.0,27.0,38.0,0.2,253.0,6.0
