FECHA;T2M;PRECTOTCORR;RH2M;QV2M;WS2M
28/05/1985;18,43;1,52;77,27;12,28;1,43
29/05/1985;18,54;1,74;75,34;12,02;1,75
30/05/1985;18,65;2,49;74,6;11,98;1,33
31/05/1985;18,22;27,92;78,36;12,36;0,88
1/06/1985;17,16;15,03;84,03;12,4;1,3
2/06/1985;17,35;5,58;82,27;12,3;0,75
3/06/1985;17,6;7,78;81,18;12,32;1,07
4/06/1985;17,88;5,35;81,04;12,55;0,91
5/06/1985;16,9;9,12;90,67;13,27;0,37
6/06/1985;17,22;10,78;85,92;12,82;0,96
7/06/1985;17,02;4,13;84,03;12,3;0,85
8/06/1985;16,4;1,31;81,81;11,5;1,61
9/06/1985;15,15;0,04;79,12;10,17;1,96
10/06/1985;15,02;0,1;77,55;9,86;2,13
11/06/1985;15,8;0,08;76,9;10,3;1,54
12/06/1985;16,9;0,16;74,01;10,6;1,55
13/06/1985;17,69;0,77;72,78;11;1,79
14/06/1985;18,05;0,16;72,03;11,15;1,91
15/06/1985;18,17;1,4;71,49;11,12;2,55
16/06/1985;17,67;0,17;70,24;10,55;2,79
17/06/1985;17,64;0,34;70,19;10,51;2,64
18/06/1985;17,36;0,24;71,58;10,53;2,57
19/06/1985;17,68;0,34;69,93;10,48;2,63
20/06/1985;18,61;0,26;69,34;11,05;2,72
21/06/1985;18,28;0,35;69,42;10,78;3,26
22/06/1985;18,69;0,06;69,53;11,07;2,58
23/06/1985;19,01;0,21;68,97;11,24;2,45
24/06/1985;19,19;0,55;70,89;11,71;1,79
25/06/1985;18,36;0,24;77,87;12,25;1,16
26/06/1985;18,68;0,03;70,42;11,17;2,34
27/06/1985;18,23;0,33;67,65;10,49;2,06
28/06/1985;17,13;2,51;74,46;10,91;0,93
29/06/1985;17,18;0,51;77,78;11,33;0,8
30/06/1985;17,27;1,03;68,7;9,91;1,89
1/07/1985;16,74;0,92;65,49;9,03;2,2
2/07/1985;17,33;1,82;69,34;10,17;2,65
3/07/1985;17,18;0,32;70,9;10,3;2,69
4/07/1985;18,03;0,79;68,37;10,42;1,97
5/07/1985;18,51;0,73;69,71;10,95;1,86
6/07/1985;17,48;9,31;71,97;10,59;2,39
7/07/1985;17,45;2,56;75,1;11,07;1,27
8/07/1985;17,59;2,45;76,96;11,57;0,96
9/07/1985;17,64;0,8;71,22;10,64;1,08
10/07/1985;18,61;0,6;68,72;10,86;1,5
11/07/1985;17,93;0,4;71,73;10,92;1,52
12/07/1985;17,03;1,54;76,25;11,04;1,08
13/07/1985;17,26;1,18;74,68;10,94;1,54
14/07/1985;16,76;1,38;75,29;10,75;1,18
15/07/1985;17,12;0,4;72,34;10,44;1,65
16/07/1985;17,19;4;71,85;10,44;1,51
17/07/1985;17,47;0,38;73,11;10,86;1,19
18/07/1985;17,57;0,95;73,88;11,11;1,02
19/07/1985;17,46;8,9;76,68;11,51;1,11
20/07/1985;16,66;1,04;75,31;10,69;1,13
21/07/1985;17,29;2,11;72,37;10,64;1,21
22/07/1985;17,3;6,62;77,7;11,51;0,79
23/07/1985;17,08;16,59;86,17;12,64;0,63
24/07/1985;17,31;8,36;84,62;12,55;0,5
25/07/1985;17,44;11,11;79,92;11,91;0,61
26/07/1985;17,71;5,59;80,22;12,17;0,84
27/07/1985;17,97;6,17;76,9;11,81;0,83
28/07/1985;18,1;4,84;72,82;11,2;1,44
29/07/1985;17,07;7,06;76,11;11,07;1,78
30/07/1985;16,93;3,96;75,36;10,76;1,32
31/07/1985;17,79;0,58;74,27;11,27;1,01
1/08/1985;18,02;0,22;72,76;11,17;1,18
2/08/1985;17,94;0,19;69,69;10,55;2,1
3/08/1985;17,64;1,78;69,71;10,41;2,34
4/08/1985;17,55;4,71;74,64;11,15;0,98
5/08/1985;18,01;3,68;75,65;11,64;0,89
6/08/1985;17,71;26,27;80,33;12,29;0,38
7/08/1985;17,67;13,4;79,91;12,14;0,86
8/08/1985;17,77;4,9;78,88;11,98;1,17
9/08/1985;17,85;3,54;75,73;11,52;1,48
10/08/1985;16,83;2,29;76,11;10,95;1,55
11/08/1985;16,92;1,35;73,98;10,6;1,1
12/08/1985;17,44;3,1;75,18;11,2;1,1
13/08/1985;17,98;3,77;75,11;11,6;1,14
14/08/1985;18,24;1,39;78,05;12,25;0,63
15/08/1985;18,38;0,77;77,02;12,12;0,86
16/08/1985;18,64;4,11;74,3;11,85;1,07
17/08/1985;18,26;5,47;72,71;11,34;0,95
18/08/1985;17,61;14,89;75,2;11,3;0,95
19/08/1985;17,6;16,86;79,65;12;0,64
20/08/1985;17,57;8,04;78,94;11,82;1,07
21/08/1985;17,33;13,13;75,21;11,05;1,83
22/08/1985;17,7;3,18;75,43;11,38;1,39
23/08/1985;17,74;0,68;74,44;11,26;1,39
24/08/1985;18,14;10,1;76,73;11,95;0,91
25/08/1985;17,63;10,56;80,97;12,26;0,78
26/08/1985;17,31;3,19;80,77;12;0,71
27/08/1985;17,78;0,81;79,96;12,1;0,78
28/08/1985;17,46;6,81;77,63;11,48;1,73
29/08/1985;17,36;1,43;76,59;11,37;0,93
30/08/1985;18,14;0,81;78,63;12,26;0,58
31/08/1985;18,08;6,29;76,98;11,9;1,2
1/09/1985;18,05;1,07;74,67;11,46;1,38
2/09/1985;17,75;1,65;76,85;11,63;1,12
3/09/1985;17,77;0,14;69,06;10,3;2,26
4/09/1985;18,4;2,08;71,52;11,28;0,95
5/09/1985;18,51;5,62;76,86;12,24;1,04
6/09/1985;16,95;24,45;81,28;11,83;1,05
7/09/1985;17,47;11,23;78,24;11,72;0,73
8/09/1985;17,78;5,02;81,75;12,56;0,57
9/09/1985;16,55;6,55;89,67;12,77;1,07
10/09/1985;16,94;1,85;84,46;12,31;0,63
11/09/1985;17,45;4,59;82,32;12,39;0,69
12/09/1985;18,05;18,56;78,37;12,16;0,66
13/09/1985;17,87;19,36;85,24;13,08;0,49
14/09/1985;18,2;2,16;80,19;12,53;0,83
15/09/1985;17,81;0,52;74,47;11,23;1,03
16/09/1985;17,77;22,46;74,75;11,45;0,71
17/09/1985;18,5;15,85;77,02;12,24;0,78
18/09/1985;18,54;3,61;76,55;12,17;0,68
19/09/1985;18,57;2,48;74,31;11,78;0,96
20/09/1985;17,83;18,14;80,02;12,32;1,13
21/09/1985;17,98;4,23;77,23;11,93;1
22/09/1985;18;4,48;77,98;12,05;0,73
23/09/1985;18,19;11,81;77,72;12,14;0,51
24/09/1985;18,21;11,27;80,68;12,66;0,72
25/09/1985;18,01;26,84;82,21;12,76;0,62
26/09/1985;16,98;22,03;89,67;13,17;0,93
27/09/1985;16,34;6,15;84,93;11,9;0,75
28/09/1985;17,1;7,38;79,67;11,71;0,96
29/09/1985;17,59;6,16;79,87;12,13;0,71
30/09/1985;17,53;5,3;84,53;12,83;0,59
1/10/1985;17,87;15,61;86,54;13,32;0,91
2/10/1985;17,43;11,01;82,66;12,44;0,77
3/10/1985;17,72;3,76;78,46;11,9;1,32
4/10/1985;17,62;1;77,69;11,67;1,38
5/10/1985;17,8;3,56;80,65;12,36;0,62
6/10/1985;17,87;4,97;86,93;13,42;0,66
7/10/1985;18,32;10,51;86,56;13,72;0,74
8/10/1985;18,21;14,6;79,36;12,39;0,84
9/10/1985;17,23;51,07;84,56;12,6;0,66
10/10/1985;17,22;12,59;82,93;12,3;1,1
11/10/1985;17,61;0,6;79,21;11,98;1,54
12/10/1985;18,12;0,79;77,43;12,11;1,23
13/10/1985;17,92;4,7;78,9;12,18;1,49
14/10/1985;17,77;3,66;79,14;12,09;0,89
15/10/1985;17,58;6,93;85,44;12,96;0,58
16/10/1985;17,57;2,88;83,17;12,53;0,75
17/10/1985;18,01;4,42;79,34;12,2;0,65
18/10/1985;17,69;10,77;87,12;13,34;0,65
19/10/1985;17,32;7;88,43;13,26;0,65
20/10/1985;17,5;8,54;86,14;13,03;1,08
21/10/1985;17,42;6;87,91;13,26;1,11
22/10/1985;17,03;8,7;88,17;12,98;1,1
23/10/1985;16,41;13,66;89,23;12,63;1,17
24/10/1985;16,27;10,7;89,3;12,54;1,28
25/10/1985;16,58;5,29;88,49;12,65;1,27
26/10/1985;16,5;3,76;89,47;12,71;1,12
27/10/1985;16,67;6,72;89,82;12,93;0,92
28/10/1985;16,42;9,29;89,77;12,7;0,71
29/10/1985;15,44;7,31;91,71;12,21;1,01
30/10/1985;16,02;2,24;90,72;12,53;1,38
31/10/1985;15,69;1,09;90,37;12,2;1,29
1/11/1985;16,35;0,4;86,69;12,13;1,46
2/11/1985;16,66;1,18;87,5;12,52;1,22
3/11/1985;16,52;2,11;89,59;12,75;1,52
4/11/1985;16,32;4,12;91,18;12,81;0,95
5/11/1985;17;17,31;87,05;12,77;1,06
6/11/1985;17,37;3,73;83,01;12,37;1,2
7/11/1985;17,86;1,85;81,03;12,46;0,84
8/11/1985;18,34;4,64;79,88;12,65;0,71
9/11/1985;18,2;6,29;79,96;12,53;0,83
10/11/1985;18,11;7,22;85,8;13,38;1,17
11/11/1985;17,75;2,44;88,76;13,66;0,83
12/11/1985;17,5;15,96;89,28;13,54;0,55
13/11/1985;17,4;16,99;87,59;13,17;0,75
14/11/1985;16,59;12,8;88,42;12,68;0,95
15/11/1985;17,24;3,77;85,51;12,71;0,91
16/11/1985;17,5;3,51;86,13;13,03;0,63
17/11/1985;17,77;4,02;82,64;12,72;0,84
18/11/1985;18,18;1,73;79,77;12,6;1,33
19/11/1985;17,65;11,04;77,62;11,78;1,23
20/11/1985;17,3;7,47;82,62;12,33;0,84
21/11/1985;17,19;7,55;89,61;13,31;1,02
22/11/1985;16,69;6,01;88,75;12,73;1,06
23/11/1985;17,2;5,38;86,6;12,84;1,11
24/11/1985;16,74;2,44;88,97;12,79;1,37
25/11/1985;16,79;1,83;86,02;12,35;1,39
26/11/1985;16,62;3,04;86,9;12,4;1,12
27/11/1985;17,72;3,23;83,4;12,73;0,57
28/11/1985;17,6;3,87;84,88;12,85;0,75
29/11/1985;17,86;4,7;86,38;13,35;0,54
30/11/1985;17,58;4,51;89,29;13,58;0,89
1/12/1985;17,96;1,37;87,24;13,55;1,06
2/12/1985;17,62;3,62;86,96;13,18;1,27
3/12/1985;17,1;4,95;87,29;12,87;0,97
4/12/1985;16,64;4,74;90,1;12,92;0,87
5/12/1985;17,1;4,81;89,79;13,29;0,88
6/12/1985;17,07;6,17;90,1;13,31;1,05
7/12/1985;17,03;7,39;90,23;13,27;1,31
8/12/1985;17,46;1,44;87,9;13,28;1,16
9/12/1985;17,85;0,57;85,98;13,29;0,94
10/12/1985;17,89;0,83;79,88;12,25;1,3
11/12/1985;17,83;1,07;79,45;12,18;1,1
12/12/1985;18,29;0,96;78,61;12,37;1,11
13/12/1985;18,48;1,21;81,93;13,1;1,21
14/12/1985;17,48;0,16;85,66;12,88;1,22
15/12/1985;17,37;0,22;85,49;12,75;1,25
16/12/1985;16,72;0,13;75;10,64;0,92
17/12/1985;17,43;0,07;75,53;11,11;1,11
18/12/1985;17,07;0,43;73,96;10,56;1,24
19/12/1985;17,21;0,23;72,55;10,53;0,88
20/12/1985;17,62;1,21;81,86;12,4;0,61
21/12/1985;17,48;1,69;86,93;13,09;0,9
22/12/1985;17,16;0,65;84,22;12,37;1,06
23/12/1985;17,72;0,38;78,01;11,84;0,78
24/12/1985;17,58;0,1;77,74;11,65;0,98
25/12/1985;16,88;0,07;86,51;12,53;1,38
26/12/1985;17,13;2,55;84,13;12,39;0,99
27/12/1985;17,86;1,48;81,65;12,51;0,74
28/12/1985;16,72;5,42;87,72;12,59;1,39
29/12/1985;15,82;0,28;86,36;11,65;1,75
30/12/1985;14,88;0,03;85,38;10,89;1,67
31/12/1985;16,15;0,03;83,08;11,46;0,88
1/01/1986;17,43;0,27;76,42;11,33;0,75
2/01/1986;16,87;2,68;77,01;11,09;0,76
3/01/1986;17,44;4,27;84,46;12,7;0,81
4/01/1986;16,97;4,16;87,12;12,7;0,75
5/01/1986;16,97;3,67;85,92;12,53;0,92
6/01/1986;17,07;0,58;83,74;12,26;1,06
7/01/1986;17,95;5,02;79,14;12,21;0,98
8/01/1986;18,54;4,17;79,77;12,79;0,75
9/01/1986;18,52;2,53;80,77;12,9;0,87
10/01/1986;18,48;9,32;80,37;12,81;0,8
11/01/1986;18,91;3,04;78,06;12,7;0,93
12/01/1986;19,01;4,7;75,51;12,35;1,39
13/01/1986;19,47;2,27;74,38;12,55;1,14
14/01/1986;19,27;2,38;78,74;13,19;1,1
15/01/1986;17,88;2,33;84,23;13,06;1,09
16/01/1986;18,27;4,21;81,81;12,93;0,58
17/01/1986;16,85;7,75;87,4;12,72;1,06
18/01/1986;16,98;8,68;84,13;12,26;0,9
19/01/1986;17,3;1,48;82,41;12,25;0,81
20/01/1986;17,9;4,73;80,89;12,48;0,68
21/01/1986;18,65;3,23;79,66;12,82;0,66
22/01/1986;18,16;4,04;85,45;13,44;0,67
23/01/1986;18,28;1,44;81,01;12,75;0,83
24/01/1986;17,85;2,34;84,63;13,06;0,71
25/01/1986;17,52;5,37;86,79;13,15;0,6
26/01/1986;17,15;0,97;86,61;12,8;0,93
27/01/1986;17,55;1,87;86,73;13,13;0,69
28/01/1986;18,14;3,17;82,11;12,83;0,76
29/01/1986;19,04;6,7;78,45;12,91;1,11
30/01/1986;18,54;4,45;82,6;13,22;0,81
31/01/1986;16,87;1,54;87,13;12,68;0,94
1/02/1986;17,34;1,2;82,51;12,31;1,12
2/02/1986;17,97;3,48;75,99;11,65;0,99
3/02/1986;17,09;1,3;85,66;12,64;0,67
4/02/1986;17,2;0,15;85,54;12,61;1,21
5/02/1986;17,17;0,06;85,15;12,56;1,06
6/02/1986;17,84;1,17;81,03;12,43;1,22
7/02/1986;18,11;1,86;77,64;12,05;1,29
8/02/1986;18,98;1,31;73,56;12,01;0,96
9/02/1986;18,63;4,1;80,69;13,02;0,91
10/02/1986;18,27;1,75;77,92;12,22;1,12
11/02/1986;18,03;14,35;81,12;12,59;0,93
12/02/1986;18,16;8,68;80,57;12,63;0,72
13/02/1986;17,79;24,18;86,67;13,34;0,63
14/02/1986;17,85;9,31;83,95;12,88;1,25
15/02/1986;18,12;11,56;78,93;12,35;1,29
16/02/1986;17,9;7,84;85,19;13,18;0,92
17/02/1986;17,77;9,39;83,21;12,75;0,75
18/02/1986;16,95;6,4;85,58;12,47;0,99
19/02/1986;16,79;2,38;88,53;12,79;0,95
20/02/1986;16,75;2,59;84,13;12,06;0,85
21/02/1986;16,91;13,55;86;12,52;0,79
22/02/1986;17,05;16,73;87,95;12,91;1,04
23/02/1986;17,14;13,1;86,35;12,79;1
24/02/1986;16,54;5,27;88,12;12,59;0,76
25/02/1986;15,92;11,87;91,48;12,55;1,39
26/02/1986;15,49;12,43;90,5;12,08;1,42
27/02/1986;15,73;17,4;90,41;12,26;1,26
28/02/1986;16,18;8,01;85,86;11,9;0,88
1/03/1986;16,51;5,51;85,46;12,07;0,95
2/03/1986;15,42;7,19;90,08;11,91;1,15
3/03/1986;16,67;4,78;87,81;12,54;1,02
4/03/1986;17,29;2,08;85,73;12,75;0,85
5/03/1986;17,52;0,55;81,31;12,23;0,91
6/03/1986;17,59;1,81;80,03;12,08;1,09
7/03/1986;16,93;1,26;84,68;12,37;1,05
8/03/1986;16,91;0,99;87,95;12,85;0,75
9/03/1986;17,41;3,16;86,01;12,87;1,08
10/03/1986;18,24;2,25;79,22;12,32;0,92
11/03/1986;17,07;1,22;87,91;12,93;0,8
12/03/1986;15,94;10,8;90,61;12,41;0,83
13/03/1986;15,67;7,39;88,88;11,97;0,56
14/03/1986;17,02;4,73;85;12,49;0,81
15/03/1986;18,02;3,08;81,23;12,63;0,9
16/03/1986;18,87;0,92;81,22;13,27;0,93
17/03/1986;17,47;3,98;87,6;13,29;0,86
18/03/1986;18,43;1,06;80,18;12,79;0,78
19/03/1986;18,37;3,21;77,18;12,16;1,9
20/03/1986;17,43;7,57;82,17;12,29;1,08
21/03/1986;18,22;2,67;80,04;12,55;0,73
22/03/1986;18,62;2,53;81,8;13,2;0,88
23/03/1986;19;2,76;81,55;13,48;0,77
24/03/1986;18,94;7,45;80,38;13,17;1,35
25/03/1986;19,05;6,77;80;13,22;1,25
26/03/1986;18,98;0,87;80,04;13,15;1,17
27/03/1986;18,53;11,51;84,67;13,65;0,84
28/03/1986;17,91;14,57;85,04;13,21;0,76
29/03/1986;18,59;5,22;77,81;12,49;1,2
30/03/1986;18,96;10,76;80,69;13,39;0,93
31/03/1986;18,57;8,37;82,88;13,4;1,01
1/04/1986;18,16;2,53;82,46;12,98;0,87
2/04/1986;18,12;14,7;87,09;13,7;0,67
3/04/1986;18,11;6,83;80,89;12,64;0,8
4/04/1986;18,65;19,88;81,09;13,19;0,7
5/04/1986;18,67;8,19;83,73;13,64;0,69
6/04/1986;18,02;5,57;85,46;13,38;0,79
7/04/1986;17,38;12,78;86,49;12,99;0,72
8/04/1986;17,7;9,7;87,27;13,37;0,92
9/04/1986;18,17;4,1;85,86;13,54;0,67
10/04/1986;19,04;3,07;81,9;13,6;0,73
11/04/1986;19,09;2,61;79,37;13,24;1,29
12/04/1986;19,34;6,12;78,69;13,26;0,99
13/04/1986;18,97;3,18;79,56;13,14;1,1
14/04/1986;18,66;3,97;82,95;13,58;0,75
15/04/1986;17,78;6,42;87,88;13,58;0,76
16/04/1986;17,56;8,32;84,62;12,82;0,75
17/04/1986;17,81;19,14;83,64;12,82;0,73
18/04/1986;18,23;8,05;83,55;13,19;0,77
19/04/1986;18,22;14,14;83,21;13,11;1,07
20/04/1986;18,22;10,82;83,85;13,26;0,54
21/04/1986;18,28;3,65;85,56;13,56;0,63
22/04/1986;18,41;6,18;81,22;12,96;0,99
23/04/1986;18,89;12,18;79,59;13,04;1,26
24/04/1986;19,53;18,03;81,3;13,91;0,42
25/04/1986;18,32;21,06;88,36;14,09;0,6
26/04/1986;18,22;4,16;82,77;13,12;0,66
27/04/1986;19,05;9,41;83,66;13,94;1,08
28/04/1986;17,79;9,96;88,14;13,63;0,71
29/04/1986;17,41;7,23;84,94;12,75;0,97
30/04/1986;18,45;2,36;78,07;12,4;0,93
1/05/1986;18,52;7,48;77,43;12,43;1,49
2/05/1986;18,72;13,81;79,14;12,92;1,24
3/05/1986;18,22;11,51;82,46;13,06;0,89
4/05/1986;18,36;6,53;83,46;13,32;0,78
5/05/1986;19,03;4,65;83,8;13,91;0,28
6/05/1986;18,61;3,59;87,82;14,27;1,04
7/05/1986;19,06;2,4;83,84;14;0,72
8/05/1986;19,16;7,11;84,09;14,14;1,02
9/05/1986;19,74;5,83;80,46;14,01;0,91
10/05/1986;19,32;4,92;83,05;14,09;0,98
11/05/1986;18,94;3,07;79,27;13,06;1,67
12/05/1986;18,33;4,29;82,07;13,08;1,04
13/05/1986;18,6;30,88;83,42;13,49;0,69
14/05/1986;19,32;4,99;82,8;13,96;0,66
15/05/1986;19,38;2,13;80,58;13,63;0,85
16/05/1986;19,33;6,26;78,72;13,26;0,65
17/05/1986;18,73;15;79,25;12,93;0,86
18/05/1986;18,74;22,19;82,37;13,47;0,93
19/05/1986;18,62;11,98;83,4;13,53;0,87
20/05/1986;18,71;2,04;79,59;12,93;1,67
21/05/1986;17,57;12,43;83,8;12,79;0,62
22/05/1986;17,86;14,44;80,72;12,47;0,97
23/05/1986;16,69;3,98;85,76;12,33;0,68
24/05/1986;17,76;16,67;83,58;12,84;0,54
25/05/1986;18,22;13,23;85,04;13,48;0,58
26/05/1986;17,27;11,02;88;13,18;0,76
27/05/1986;17,22;4,6;82,25;12,22;1,17
28/05/1986;16,54;2,36;88,47;12,58;1,14
29/05/1986;16,7;7,88;89,7;12,89;1,41
30/05/1986;16,95;16,01;87,77;12,8;1,24
31/05/1986;17,49;11,17;84,89;12,8;0,66
1/06/1986;16,34;10,83;85,49;11,99;1,32
2/06/1986;16,57;13,44;80,76;11,53;1,16
3/06/1986;17,39;9,73;81,66;12,29;0,73
4/06/1986;17,55;18,94;82,54;12,55;0,62
5/06/1986;17,42;4,98;85,58;12,86;0,68
6/06/1986;17,32;5,97;82,86;12,39;0,96
7/06/1986;16,63;7,31;81,99;11,72;1,49
8/06/1986;16,67;3,94;82,12;11,8;1,38
9/06/1986;17,15;1,43;81,55;12,08;0,91
10/06/1986;16,3;6,64;84,49;11,86;1,01
11/06/1986;16,82;2,85;85,29;12,41;0,86
12/06/1986;16,44;4,57;81,77;11,56;0,96
13/06/1986;16,73;0,39;81,66;11,71;0,93
14/06/1986;17,76;0,38;77,58;11,84;1,42
15/06/1986;17,74;1,44;80;12,26;1,37
16/06/1986;16,67;7,93;85,69;12,33;1,57
17/06/1986;17,61;1,77;79,86;12,13;1,63
18/06/1986;17,75;4,38;81,93;12,61;1,22
19/06/1986;17,67;5,66;81,38;12,45;1,53
20/06/1986;17,62;0,85;81,76;12,39;2,07
21/06/1986;17,87;3,87;79,06;12,25;1,52
22/06/1986;17,66;8,24;81,61;12,49;1,02
23/06/1986;17,81;3,27;81,84;12,62;1,07
24/06/1986;17,8;1,43;81,16;12,47;1,18
25/06/1986;17,5;1,03;82,46;12,49;1,16
26/06/1986;17,61;1,02;80,88;12,28;1,92
27/06/1986;17,97;2,61;78,39;12,2;1,16
28/06/1986;17,55;14,75;83,93;12,76;0,87
29/06/1986;17,5;18,28;83,6;12,68;0,62
30/06/1986;17,63;6,48;81,74;12,4;0,81
1/07/1986;17,62;1,92;79,73;12,09;1,24
2/07/1986;16,55;14,65;82,74;11,72;1,7
3/07/1986;16,75;1,81;80,12;11,5;1,59
4/07/1986;17,09;0,51;80,46;11,87;0,88
5/07/1986;16,93;2,34;82,19;11,96;1,37
6/07/1986;16,29;1,89;81,87;11,41;1,66
7/07/1986;16,42;0,52;81,11;11,41;1,27
8/07/1986;17,21;0,49;76;11,19;1,68
9/07/1986;16,88;2,34;80,36;11,69;1,3
10/07/1986;16,97;0,3;80,4;11,68;1,39
11/07/1986;17,51;0,47;77,56;11,67;1,39
12/07/1986;17,85;1,45;76,29;11,71;1,55
13/07/1986;17,24;0,42;75,17;11,07;2,5
14/07/1986;17,86;1,16;73,89;11,37;2,08
15/07/1986;17,57;2,95;74,93;11,24;2,4
16/07/1986;17,33;4,81;76,3;11,25;1,59
17/07/1986;16,64;6,25;78,29;11,11;1,35
18/07/1986;16,7;3,76;80,73;11,57;1,23
19/07/1986;17,48;1,76;78,98;11,86;1,03
20/07/1986;18,54;2,37;79,1;12,71;0,6
21/07/1986;17,74;5,77;82,14;12,58;0,95
22/07/1986;16,5;7,09;83,19;11,72;2,31
23/07/1986;16,95;0,35;77,21;11,19;2,45
24/07/1986;17,03;0,07;78,76;11,5;1,62
25/07/1986;16,62;0,04;76,8;10,79;2,47
26/07/1986;17,19;0,68;76,3;11,24;2,21
27/07/1986;17,44;0,14;75,81;11,32;2,12
28/07/1986;17,64;0;73,49;11,12;2,33
29/07/1986;17,71;0,04;72,18;10,89;2,42
30/07/1986;17,67;0,48;74,73;11,23;1,87
31/07/1986;17,34;1,64;74,49;10,97;2,13
1/08/1986;17,62;0,43;76,96;11,58;1,95
2/08/1986;17,7;0,25;74,55;11,27;2,05
3/08/1986;17,82;4,41;74,99;11,45;1,75
4/08/1986;17,57;0,85;73,21;10,97;1,74
5/08/1986;17,6;0,93;74,64;11,21;2,72
6/08/1986;17,65;0,47;74,28;11,2;2,94
7/08/1986;18,25;0,55;74,02;11,63;2,4
8/08/1986;18,52;0,21;74,42;11,89;2,4
9/08/1986;18,56;0,56;74,33;11,93;2,27
10/08/1986;18,69;0,09;72,25;11,64;2,76
11/08/1986;18,68;6,27;77,66;12,54;1,45
12/08/1986;18,34;1,25;77,14;12,08;2,09
13/08/1986;18,05;0,08;75,09;11,53;1,91
14/08/1986;17,41;0,17;73,05;10,75;2,02
15/08/1986;17,93;2,25;74,46;11,45;1,34
16/08/1986;18,04;9,65;78,29;12,17;1,04
17/08/1986;18,01;1,18;78,23;12,07;1,02
18/08/1986;17,59;0,51;80,93;12,28;0,74
19/08/1986;17,9;11,41;76,73;11,69;0,97
20/08/1986;17,63;9,54;82,01;12,46;0,59
21/08/1986;18,05;11,23;77,76;12,04;1,32
22/08/1986;18,3;8,1;78,38;12,4;0,78
23/08/1986;18,55;21,35;77,39;12,36;0,86
24/08/1986;18,41;13,68;74,74;11,83;0,67
25/08/1986;18,27;0,46;75,31;11,69;0,93
26/08/1986;18,04;10,85;75,94;11,6;1,35
27/08/1986;17,42;2,36;74,55;11;2,15
28/08/1986;17,1;1,51;75,55;11,04;1,36
29/08/1986;17,45;12,95;74,69;11,14;1,45
30/08/1986;17,77;8,89;78,78;12,04;0,87
31/08/1986;18,08;2,14;81,68;12,73;0,88
1/09/1986;17,52;4,37;83,21;12,45;0,75
2/09/1986;17,98;8,35;82,05;12,59;0,93
3/09/1986;17,64;5,85;79,52;12,03;0,9
4/09/1986;18,45;1,41;76,81;12,14;1,23
5/09/1986;18,42;0,34;76,46;12,03;1,61
6/09/1986;18,67;0,05;73,06;11,67;1,93
7/09/1986;18,26;3,46;74,76;11,74;2,5
8/09/1986;17,95;0,93;75,94;11,66;2,68
9/09/1986;17,77;0,47;74,5;11,23;2,58
10/09/1986;18,02;1,23;75,66;11,68;1,97
11/09/1986;18,65;0,77;73,64;11,82;1,65
12/09/1986;18,92;1,58;77,63;12,77;0,8
13/09/1986;18,53;1,95;80,05;12,78;1,39
14/09/1986;18,12;0,16;70,26;10,69;1,99
15/09/1986;18,56;0,31;68,51;10,71;2,33
16/09/1986;17,84;2,52;71,42;10,72;1,92
17/09/1986;18,38;5,05;72,98;11,38;1,27
18/09/1986;18,65;4,69;78,04;12,58;1,25
19/09/1986;17,86;2,28;80,94;12,44;1,21
20/09/1986;18,36;2,64;77,5;12,21;1,36
21/09/1986;18,31;2,66;79,59;12,59;0,65
22/09/1986;18,16;5,15;84,66;13,27;0,58
23/09/1986;18,53;9,17;83,44;13,31;0,8
24/09/1986;17,41;16,63;89,25;13,43;0,69
25/09/1986;18,17;6,91;81,59;12,75;0,63
26/09/1986;17,67;10,49;81,63;12,41;0,7
27/09/1986;18,28;16,57;79,45;12,54;0,76
28/09/1986;16,79;20,17;88,34;12,77;0,68
29/09/1986;17,49;11,87;84,64;12,76;0,68
30/09/1986;18,24;27,13;82,21;12,95;0,89
1/10/1986;17,76;5,94;80,45;12,32;0,88
2/10/1986;17,03;31,57;89,41;13,15;0,62
3/10/1986;17,78;6,42;87,28;13,38;0,85
4/10/1986;17,26;8,7;83,01;12,3;0,99
5/10/1986;17,73;13,34;80,23;12,31;0,89
6/10/1986;17,73;6,62;87,1;13,37;0,86
7/10/1986;17,64;9,62;87,05;13,27;0,61
8/10/1986;17,9;5,97;81,78;12,57;0,75
9/10/1986;17,86;19,94;82,77;12,82;0,63
10/10/1986;16,98;20,14;88,62;12,97;0,77
11/10/1986;16,91;14,27;88,62;12,96;1,29
12/10/1986;16,32;7,46;89,51;12,57;1,11
13/10/1986;15,09;14,49;91,25;11,89;1,21
14/10/1986;16,46;9,9;88,75;12,59;1,1
15/10/1986;15,57;13,68;89,47;11,99;0,54
16/10/1986;17,06;5,97;88,57;13,04;1,27
17/10/1986;16,82;2,27;90,36;13,12;0,73
18/10/1986;17,2;4,62;89,84;13,35;0,97
19/10/1986;17,61;7,13;86,7;13,18;0,64
20/10/1986;17,1;8,49;90,83;13,44;0,65
21/10/1986;17,1;12,71;87,26;12,83;0,78
22/10/1986;17,23;10,04;86,43;12,8;0,5
23/10/1986;18,02;15,24;83,23;12,93;0,87
24/10/1986;17,48;9,7;85,35;12,87;0,78
25/10/1986;17,41;10,96;87,06;13,06;0,94
26/10/1986;17,14;3,67;88,88;13,14;0,67
27/10/1986;16,79;3,86;87,15;12,55;0,75
